0,1.0696
1,1.0696
1,0.98881
1,0.98881
1,0.98881
1,0.98881
1,0.9888
1,0.9888
1.0056,0.98654
1.0113,0.98441
1.0169,0.98241
1.0291,0.97836
1.0413,0.9748
1.0534,0.97165
1.0693,0.96805
1.0851,0.96489
1.101,0.96209
1.121,0.95892
1.1411,0.95607
1.1612,0.95348
1.1812,0.95107
1.2,0.94895
1.2,1.0269
1.2,1.0269
1.2,1.0269
1.2,1.0269
1.2,1.0269
1.2,1.0269
1.2041,1.0282
1.2082,1.0294
1.2123,1.0306
1.2218,1.0331
1.2314,1.0353
1.2409,1.0373
1.2531,1.0394
1.2652,1.0412
1.2774,1.0428
1.2924,1.0444
1.3074,1.0458
1.3224,1.0471
1.3413,1.0484
1.3602,1.0496
1.3792,1.0506
1.4005,1.0517
1.4218,1.0526
1.4432,1.0536
1.4645,1.0544
1.4858,1.0552
1.5072,1.056
1.5285,1.0567
1.5498,1.0573
1.5712,1.0579
1.595,1.0585
1.6189,1.059
1.6427,1.0595
1.6758,1.06
1.7089,1.0604
1.742,1.0606
1.7751,1.0607
1.802,1.0607
1.8288,1.0606
1.8557,1.0605
1.8826,1.0603
1.9094,1.0601
1.9363,1.0599
1.9632,1.0596
1.9901,1.0593
2.0169,1.0591
2.0438,1.0588
2.0707,1.0586
2.0976,1.0584
2.1332,1.0582
2.1688,1.0581
2.2045,1.0581
2.2449,1.0581
2.2768,1.0583
2.3086,1.0585
2.3405,1.0587
2.3723,1.059
2.4042,1.0593
2.436,1.0596
2.4679,1.0599
2.4997,1.0602
2.5316,1.0605
2.5635,1.0608
2.5953,1.061
2.6272,1.0611
2.6811,1.0613
2.7214,1.0614
2.7616,1.0614
2.8019,1.0613
2.8347,1.0613
2.8675,1.0612
2.9004,1.061
2.9332,1.0609
2.966,1.0608
2.9989,1.0607
3.0401,1.0606
3.0812,1.0605
3.1224,1.0604
3.1804,1.0605
3.2249,1.0605
3.2694,1.0606
3.3139,1.0608
3.3583,1.061
3.4028,1.0611
3.4473,1.0613
3.4918,1.0615
3.5362,1.0617
3.5807,1.0618
3.6468,1.0619
3.6993,1.062
3.7519,1.062
3.8044,1.062
3.857,1.0619
3.9095,1.0619
3.9621,1.0618
4.0146,1.0618
4.0672,1.0618
4.1197,1.0618
4.1885,1.0618
4.2574,1.0619
4.3138,1.062
4.3701,1.0622
4.4265,1.0623
4.4889,1.0624
4.5513,1.0625
4.6136,1.0626
4.6931,1.0627
4.7726,1.0627
4.8521,1.0627
4.9316,1.0627
5.0111,1.0627
5.0906,1.0627
5.1869,1.0628
5.2832,1.0629
5.3795,1.063
5.4758,1.0631
5.5721,1.0632
5.6684,1.0633
5.7648,1.0634
5.8611,1.0634
5.9574,1.0634
6.0537,1.0635
6.15,1.0635
6.2463,1.0636
6.3582,1.0637
6.47,1.0638
6.5819,1.0639
6.7214,1.064
6.8609,1.0641
7.0005,1.0641
7.14,1.0642
7.2795,1.0643
7.419,1.0644
7.5778,1.0645
7.7365,1.0646
7.8952,1.0646
8.212,1.0648
8.5287,1.065
8.8455,1.0651
9.9949,1.0657
10,1.0657
