1.4144,1.0843
1.4254,1.0843
1.4395,1.0842
1.4537,1.0841
1.4679,1.0839
1.4884,1.0835
1.5089,1.083
1.5295,1.0824
1.5589,1.0815
1.5884,1.0804
1.6129,1.0794
1.6375,1.0785
1.662,1.0774
1.6866,1.0764
1.7111,1.0754
1.7356,1.0744
1.7602,1.0735
1.7847,1.0726
1.8092,1.0718
1.8338,1.071
1.8583,1.0703
1.8829,1.0696
1.9074,1.0691
1.9319,1.0686
1.9565,1.0682
1.9878,1.0678
2.019,1.0676
2.0503,1.0674
2.0856,1.0674
2.1208,1.0675
2.156,1.0676
2.1913,1.0678
2.22,1.068
2.2488,1.0681
2.2776,1.0683
2.3063,1.0684
2.3351,1.0686
2.3639,1.0687
2.3961,1.0687
2.4284,1.0687
2.4606,1.0687
2.5033,1.0687
2.5461,1.0686
2.5888,1.0684
2.6315,1.0683
2.6666,1.0682
2.7017,1.0681
2.7367,1.068
2.7718,1.068
2.8069,1.068
2.842,1.068
2.8821,1.0681
2.9222,1.0682
2.9623,1.0684
3.0157,1.0687
3.0691,1.069
3.1125,1.0692
3.156,1.0695
3.1994,1.0697
3.2429,1.0699
3.2863,1.0701
3.3297,1.0703
3.3802,1.0704
3.4306,1.0705
3.4811,1.0706
3.5454,1.0706
3.5983,1.0706
3.6511,1.0707
3.7039,1.0707
3.7567,1.0708
3.8095,1.0708
3.8624,1.0709
3.9334,1.071
4.0044,1.0711
4.0755,1.0712
4.1465,1.0713
4.2176,1.0714
4.2886,1.0714
4.3597,1.0715
4.4307,1.0715
4.5018,1.0714
4.5822,1.0714
4.6626,1.0714
4.7431,1.0714
4.8325,1.0714
4.9219,1.0714
5.0113,1.0714
5.1106,1.0714
5.2099,1.0714
5.3091,1.0713
5.4368,1.0713
5.5645,1.0712
5.6922,1.0712
5.8198,1.0711
5.9475,1.0711
6.0752,1.0711
6.246,1.071
6.4169,1.071
6.5877,1.0709
7.0017,1.0708
7.4156,1.0707
7.8296,1.0706
9.1347,1.0703
10,1.0702
